Rank,Attraction
1,Vilnius Old Town
2,KGB Museum (Genocido Auku Muziejus)
3,Vilnil. Museum of illusions
4,St. Anne's Church
5,Church Of St Peter And St Paul
6,Hill of Three Crosses
7,Gate of Dawn
8,Uzupis
9,Gediminas Castle Tower
10,"Palace of the Grand Dukes of Lithuania, National Museum"
11,Paneriai (Ponar)
12,Holy Spirit Orthodox Church
13,Bernardine Gardens
14,Money Museum of the Bank of Lithuania
15,Vilnius University (Vilniaus Universitetas)
16,Vilnius TV Tower
17,Holocaust Museum (The Green House)
18,Vilnius Cathedral Square
19,Vingis Park
20,MO Museum
21,Bernardine Church (Bernardinu Baznycia)
22,Amber Museum-Gallery
23,St John's church
24,Lithuanian National Opera and Ballet Theatre
25,Monument to Zemach Shabad
26,Bell Tower of Vilnius Cathedral
27,Artworks on Literatu str
28,Uptown Bazaar
29,Toy museum
30,Belmontas
