Rank,Attraction
1,Figge Art Museum
2,Vander Veer Botanical Park
3,The Putnam Museum & Science Center
4,Freight House Farmers Market
5,Rhythm City Casino Resort
6,Great River Brewery
7,Davenport Skybridge
8,Modern Woodmen Park
9,Village of East Davenport
10,German American Heritage Center
11,Adler Theatre
12,West Lake Park
13,Centennial Park
14,Festival of Trees
15,Bix Beiderbecke Museum & Archive
16,Credit Island
17,RiverCenter
18,Sacred Heart Roman Catholic Cathedral Complex
19,Fejervary Park and Aquatic Center
20,Bootleg Hill Honey Meads
21,Sunderbruch Park Trail
22,The Palmer Family Residence
23,Quad Cities Symphony Orchestra
24,Bucktown Center for the Arts
25,Northpark
26,Palmer Museum of Chiropractic History
27,QC Antiques
28,Soldier's Monument
29,Artisan Grain Distillery
30,Chocolate Manor
