Rank,Attraction
1,C.B. Smith Park
2,The Shops at Pembroke Gardens
3,Paradise Cove Water Park
4,Pembroke Lakes Mall
5,Pembroke Pines Bald Eagle Nest
6,Chapel Trail Park Nature Preserve
7,City of Pembroke Pines 911 Memorial steel sculptures
8,Pines Ice Arena
9,West Pines Soccer Park & Nature Preserve
10,The Frank - Frank C. Ortis Art Gallery And Exhibit Hall
11,Miami Plane Tours
12,TourHelicopter
13,Nexus Escape Room
14,South Beach Helicopters
15,Regal Cinemas Westfork Stadium 13 Movie Theater
16,ATA Flight School
17,ME SPA
18,All Golf
19,Rocket Kids
20,Pembroke Lakes Golf Club
21,Amc Pembroke Lakes 9
22,Florida A1 Shuttle
23,Miami Beach Air Tours
24,Chicago’s 312
25,The YaYa Spa
26,AMF Pembroke Pines Lanes
27,Flamingo Lakes Golf & Country Club
28,Tours Flights Miami
29,Nuevolution Dance Studios
30,Raging Wool Yarn Shop
