Rank,Attraction
1,Lion Habitat Ranch
2,Clark County Heritage Museum
3,Henderson Bird Viewing Preserve
4,M Resort Casino
5,Lake Las Vegas
6,Las Vegas Distillery
7,Sloan Canyon National Conservation Area
8,Cowabunga Bay Water Park
9,Sunset Station Casino
10,Lake Las Vegas Resort
11,River Mountain Loop Trail
12,The District at Green Valley Ranch
13,Emerald Island Casino
14,Bowl of Fire
15,Jokers Wild Casino
16,The Galleria at Sunset
17,Bad Beat Brewing
18,Lovelady Brewing Company
19,Crafthaus Brewery
20,Club Fortune Casino
21,Cornerstone Park
22,McCullough Hills Trail
23,Skyline Casino
24,Rainbow Club Casino
25,Astronomy Aleworks
26,Cranberry World West
27,Klondike Sunset Casino
28,Vegas Valley Winery
29,St. Francis of Assisi Catholic Church
30,Barley's Casino & Brewing Company
