Rank,Attraction
1,Westgate Entertainment District
2,Gila River Arena
3,Camelback Ranch
4,State Farm Stadium
5,Deer Valley Petroglyph Preserve
6,Tanger Outlets Phoenix
7,Thunderbird Conservation Park
8,Sahuaro Ranch Park
9,Glendale Historic District
10,Tolmachoff Farms
11,Hurricane Harbor Phoenix
12,Desert Diamond Casino West Valley
13,Arrowhead Towne Center
14,Foothills Recreation and Aquatics Center
15,Glendale Public Library
16,Arizona Doll & Toy Museum
17,Thunderbird Paseo Park
18,Catlin Court
19,Xeriscape Botanical Gardens
20,Grand Canal Linear Park
21,Veterans Memorial
22,Fiesta Bowl
23,Foothills Park
24,Foothills SK8 Court Plaza
25,Manistee Ranch Historic Site
26,Brelby Theatre Company
27,West Resthaven Funeral Home and Park Cemetery
28,Kings Park
29,Cerreta Candy Co.
30,AMC Arrowhead 14
