Rank,Attraction
1,Virginia Beach Boardwalk
2,Colonial Williamsburg
3,Maymont
4,Virginia Museum of Fine Arts
5,Historic Jamestowne
6,Shenandoah Valley
7,Monticello
8,Battleship Wisconsin
9,Arlington National Cemetery
10,Lewis Ginter Botanical Garden
11,Old Town
12,Mill Mountain Star & Park
13,Jamestown Settlement
14,Fredericksburg and Spotsylvania National Military Park
15,Skyline Drive
16,Stone Tower Winery
17,Luray Caverns
18,Sandbridge Beach
19,Virginia Beach
20,Norfolk Botanical Garden
21,Virginia Capitol Building
22,Jamestown-Scotland Ferry
23,Historical White's Ferry
24,Fort Monroe's Casemate Museum
25,Chincoteague National Wildlife Refuge
26,Chatham Manor
27,Governor's Palace
28,Busch Gardens Williamsburg
29,Morven Park
30,Military Aviation Museum
