Rank,Attraction
1,Huron Natural Area
2,Victoria Park
3,Descendants Beer and Beverage Co Ltd.
4,Ken Seiling Waterloo Region Museum
5,Doon Heritage Village
6,McLennan Park
7,Schneider Haus National Historic Site
8,Bingemans Big Splash
9,THEMUSEUM
10,Kitchener City Hall
11,Chicopee Ski & Summer Resort
12,Go Bananas Adventure Climbing
13,St. Mary Our Lady of the Seven Sorrows Church
14,Waterloo Pioneers Memorial Tower
15,Counterpoint Brewing Company
16,Kitchener-Waterloo Symphony
17,Mapleton's Organic
18,New York Fries - Fairview Park Mall
19,Christkindl Market
20,Play-A-Latte Cafe
21,Woodside National Historic Site
22,Homer Watson House & Gallery
23,Historic St. Paul's Lutheran Church
24,Ukrainian Catholic Church Of The Transfiguration
25,Lakeside Park
26,Love Laugh Play Indoor Playland
27,Kitchener-Waterloo Art Gallery
28,The Registry Theatre
29,TWB Co-operative Brewing
30,Rockway Gardens
