Rank,Attraction
1,Tennessee Aquarium
2,Lookout Mountain
3,Raccoon Mountain Caverns
4,Walnut Street Bridge
5,Tennessee Valley Railroad Museum
6,Chattanooga Whiskey Experimental Distillery
7,Ruby Falls
8,Creative Discovery Museum
9,Chattanooga Zoo
10,Coolidge Park
11,Chattanooga Riverwalk
12,Coolidge Park Antique Carousel
13,Songbirds
14,The Lookout Mountain Incline Railway
15,Tennessee Riverpark
16,Coker Museum
17,Hunter Museum of American Art
18,Chattanooga Choo Choo
19,Chattanooga National Cemetery
20,Raccoon Mountain Dam
21,Tivoli Theater
22,International Towing and Recovery Museum
23,Bluff View Art District
24,Chattanooga Visitors Center
25,AT&T Field
26,Chattanooga Market
27,IMAX Theater
28,Reflection Riding Arboretum & Nature Center
29,Glen Falls Trail
30,Ross's Landing Park
