Rank,Attraction
1,The Strong National Museum of Play
2,George Eastman Museum
3,Seabreeze Amusement Park
4,Highland Park
5,Rochester Public Market
6,Seneca Park Zoo
7,Frontier Field
8,National Susan B. Anthony Museum & House
9,Artisanworks
10,Rochester Museum & Science Center
11,Erie Canal Trail
12,Highland Botanical Park and Lamberton Conservatory
13,Genesee River's High Falls
14,Memorial Art Gallery
15,Cobbs Hill Park
16,Ontario Beach Park
17,Mount Hope Cemetery
18,Geva Theatre Center
19,Turning Point Park
20,Eastman Theatre
21,Durand Eastman Park
22,Black Button Distilling
23,Genesee Riverway Trail
24,Genesee Brew House
25,Three Heads Brewing
26,Charlotte Pier
27,Blue Cross Arena
28,Village Gate Square
29,Strasenburgh Planetarium
30,Pont de Rennes Bridge
