Rank,Attraction
1,Savannah Historic District
2,Bonaventure Cemetery
3,Forsyth Park
4,Cathedral of St. John the Baptist
5,Sorrel Weed House
6,Historic River Street
7,Owens-Thomas House & Slave Quarters
8,American Prohibition Museum
9,Mickve Israel Temple
10,Wormsloe Historic Site
11,Olde Pink House
12,Historic Savannah Theatre
13,Old Fort Jackson
14,First African Baptist Church
15,Webb Military Museum
16,Chippewa Square
17,Skidaway Island State Park
18,Mercer Williams House Museum
19,City Market
20,Pin Point Heritage Museum
21,Juliette Gordon Low's Birthplace
22,Ghost Coast Distillery
23,Savannah Visitors Center
24,Colonial Park Cemetery
25,Davenport House Museum
26,Riverfront Plaza
27,Savannah Belles Ferry
28,Telfair Academy
29,Oatland Island Wildlife Center
30,Ralph Mark Gilbert Civil Rights Museum Inc.
