Rank,Attraction
1,Canadian Automotive Museum
2,Parkwood National Historic Site
3,Lakeview Park
4,The Ontario Regiment RCAC Museum
5,Tribute Communities Centre
6,Oshawa Valley Botanical Gardens
7,Oshawa Centre
8,Oshawa Zoo
9,Robert McLaughlin Gallery
10,Linton's Farm Market
11,All or Nothing Brewhouse & Distillery
12,McLaughlin Bay Wildlife Reserve
13,Purple Woods Conservation Area
14,Memorial Park
15,Joseph Kolodzie Oshawa Creek Bike Path
16,St. George's Memorial Anglican Church
17,Oshawa Little Theatre
18,General Motors Centre
19,Oshawa Museum
20,The Music Hall Night Club & Concert Theatre
21,Five Points Mall
22,White Feather Country Store
23,Treetop Eco-Adventure Park
24,Oshawa Escape Rooms Inc
25,Regent Theatre
26,Neb's Fun World
27,Airport Limo Oshawa
28,Oshawa Golf and Curling Club
29,Break Out Zone Escape Rooms & Murder Mystery Games
30,Cheap Laughs Open Mic Stand-Up Comedy Night at Top Corner Grill & BBQ
