Rank,Attraction
1,Schreiner's Iris Gardens
2,Salem's Riverfront Carousel
3,Enchanted Forest Theme Park
4,Riverfront Park
5,Minto-Brown Island Park
6,Bush's Pasture Park
7,Oregon State Capitol
8,Gilbert House Children's Museum
9,Oregon State Hospital - Museum of Mental Health
10,Willamette Valley Fruit Company
11,Adelman Peony Gardens
12,Elsinore Theatre
13,Deepwood Museum & Gardens
14,Willamette Heritage Center
15,Willamette University
16,Salem Public Library
17,Cristom Vineyards
18,Honeywood Winery
19,Hallie Ford Museum of Art
20,Bush House Museum
21,Bryn Mawr Vineyards
22,Coria Estates
23,Bethel Heights Vineyard
24,Salem Saturday Market
25,Willamette Mission State Park
26,Salem Railroad Station
27,Cubanisimo Vineyards
28,Bjornson Vineyard
29,Ankeny Vineyard
30,Olson Farms
