Rank,Attraction
1,Battleship Wisconsin
2,Norfolk Botanical Garden
3,Chrysler Museum of Art
4,Nauticus
5,Virginia Zoo
6,Naval Station Norfolk
7,Hampton Roads Naval Museum
8,MacArthur Memorial
9,Pagoda & Oriental Garden
10,Hermitage Museum and Gardens
11,MacArthur Center
12,The Chrysler Museum Glass Studio
13,Ocean View Fishing Pier
14,Harbor Park
15,Virginia Stage Company at The Wells Theatre
16,Lone Sailor Statue
17,Town Point Park
18,O'Connor Brewing Co.
19,Norfolk Premium Outlets
20,Norfolk Convention & Visitors Bureau Offices
21,Waterside
22,Norfolk Scope Arena
23,Virginia International Tattoo
24,Slover Library
25,Mermaid Factory
26,Armed Forces Memorial
27,Skystar Wheel
28,NEX - Navy Exchange
29,Smartmouth Brewing Company
30,Scotch and Soda the Lions
